Date,Time,Session,Session Title,Chairs,Presenters,Organizing Groups
12/04,13:30 - 14:30,OS018,"Battling the Spore: C. difficile epidemiology and management","Nicolas BENECH; Fidelma FITZPATRICK","Molecular epidemiology and antimicrobial resistome of Clostridioides difficile from private and public healthcare settings in three provinces in South Africa: Hlambani SHIRINDA | Screening for Clostridioides difficile colonization at admission and during hospitalization: Nagham L�a KHANAFER | Revolutionizing CDI treatment: Are shorter antibiotic regimens the future: Marek DURICEK | Extended-pulsed fidaxomicin versus conventional dosing in patients at high risk of recurrence of Clostridioides difficile infection: Elena RUBIO-MART�N | Gut phageome profiling in Clostridioides difficile infection and faecal microbiota transplantation: Carmen CHEN","Not specified"
12/04,13:30 - 14:30,OS019,"Microbiome Dynamics and Health: From Pathogenesis to Therapeutic Potential","Mauricio FARFAN; Eija Inkeri K�N�NEN","Multi-omics integrated analysis revealed the key role of Fusobacterium periodonticum in colorectal tumorigenesis by decanoic acid promoting neutrophil chemotaxis.: Xiaobing CHU | Exploring the respiratory microbiome in COPD patients: The role of Haemophilus spp. in disease pathogenesis: Paula CAMPS-MASSA | Using the in vitro MiGut system to simulate the ulcerative colitis microbiome and post-antibiotic recovery supported by a pre-defined consortium of microbes: Ines B. MOURA | Functional characterization of the Brazilian Yanomami microbiome along an urbanization gradient: Insights into the impacts of Westernization on human health: Marie THORP | Colonization resistance of the intestinal microbiota to multidrug-resistant bacteria?: Khanh VILLAGEOIS-TRAN","Not specified"
12/04,13:30 - 14:30,OS020,"How to evaluate AMS programs","Esther CALBO; Sabiha ESSACK","Preference-based instrumental variables for estimating the causal effects of antibiotic prescribing decisions in common infections: Assessing potential validity using CPRD data: Nam NGUYEN | Novel antibiotic spectrum metrics to quantify the impact of antimicrobial stewardship: a multicentre study: Ben MOSHY | Utilizing a weighted-incidence syndromic antibiogram to evaluate antimicrobial therapies and resistance trends in community-acquired infections in a community teaching hospital: Vanthida HUANG | Capturing days of therapy per days of service as a stewardship tool to identify outliers in prescribing broad-spectrum antimicrobials in the hospital setting: Arielle HOPKINS | Timing of Novel β-Lactams vs. Alternatives in Hospitalized Patients with Gram-Negative Infections: Line of Therapy (LoT) Analysis Preliminary findings: Emre YUCEL","Not specified"
12/04,13:30 - 14:30,SY051,"Year in infectious diseases","Nur BENZONANA; Evelina TACCONELLI",": Yoav KEYNAN; Elisa CORDERO MATIA","Not specified"
12/04,13:30 - 14:30,SY052,"Exploring children's role in infection spread","Angelika BERGER; Sanjay PATEL","Are children really super-spreaders of respiratory viruses?: Emmanuel ANDR� | Should schools be closed at the start of the next pandemic?: Vittoria COLIZZA","European Society of Paedriatic Infectious Diseases (ESPID)"
12/04,13:30 - 14:30,SY053,"Developing guidelines with AI tools: are they ready for prime time?","Miranda LANGENDAM; Blin NAGAVCI","The PROs and CONs of using AI tools for developing guidelines: Holger SCHUENEMANN | AI in action: validated tools for speeding up your systematic reviews and how to use them: Sara FERNANDEZ","ESCMID Guidelines Subcommittee"
12/04,13:30 - 15:30,IS06,"Enter a new era of MDx for antimicrobial resistance","Te-Din Daniel HUANG; Heiman WERTHEIM","Welcome and Introduction: Te-Din Daniel HUANG | More surveillance swabs and more sequencing: the best strategy to reduce and control MDR microorganisms diffusion: Stefania STEFANI | Advantages of molecular methods over culture methods to optimise screening for carriage of CPE, ESBL and VRE: Theresa CUNNINGHAM | Routine STI-AMR testing: past and future perspectives: Carsten TIEMANN | Pre-treatment STI-AMR testing for better diagnostics and resistance control of Mycoplasma genitalium infection: Luis PI�EIRO | Panel Discussion and Q&A: Te-Din Daniel HUANG","Seegene Inc."
12/04,13:30 - 15:30,IS07,"Rewriting the plot: understanding invasive mould disease diagnosis and treatment for vulnerable patients","Cornelia LASS-FL�RL; Stefan SCHWARTZ","Welcome and Introduction - The pilot episode: welcome and launch of our exploration into IMD: Cornelia LASS-FL�RL | Better call microbiology: uniting with microbiologists for effective and timely IMD diagnosis: Arunaloke CHAKRABARTI | The crown: exploring the realm of IMD management challenges in paediatric haematology-oncology: Andreas H. GROLL | True detective: solving the puzzle of Mucorales and Aspergillus co-infections: Malgorzata MIKULSKA | Racing against time to diagnose and manage IMD in critical care: Joost WAUTERS | Panel Discussion and Q&A - Season finale: audience questions and final reflections on IMD: Cornelia LASS-FL�RL","Pfizer"
12/04,13:30 - 15:30,IS09,"COVID-19 5 years later: advancing hospital care in the new normal","Roy CHEMALY; Andrew USTIANOWSKI","Welcome and Introduction - The new normal in COVID-19: Andrew USTIANOWSKI | The different faces of COVID-19: clear cause vs contributing factor: Robert KRAUSE | Advancing hospital care: the interplay between guidelines and clinical judgement: Cristobal RODR�GUEZ-LEAL | Bridging clinical gaps in COVID-19 care:  TBA | Panel Discussion and Q&A: Andrew USTIANOWSKI","Gilead Sciences Inc"
12/04,13:30 - 15:30,IS10,"Maximising efficiency in microbiology: navigating resource scarcity with lab automation","Antony CROXATTO; Jacques SCHRENZEL","Welcome and Introduction: Antony CROXATTO | Modernising microbiology: the multidimensional impact of automation assessed by HTA: Lucrezia FERRARIO | Optimising automation: efficiency gains through continuous LEAN improvement: Andrew BAMBER | Innovative imaging: completing the automation transformation: Christie VERMEIREN | Panel Discussion and Q&A: Antony CROXATTO","BD"
12/04,13:30 - 15:30,M5,"Malaria differential diagnosis (advanced)","Debbie NOLDER; Claire ROGER","","Not specified"
12/04,13:30 - 17:00,TAE2,"TAE Day: afternoon round","Mary HORGAN; Jose Ramon PANO-PARDO; Valentijn SCHWEITZER; Luigia SCUDELLER; Annelies ZINKERNAGEL; G�lsen �ZKAYA SAHIN","","Not specified"
12/04,14:00 - 14:20,IPT08,"BACTEROMIC: One system ... Many comprehensive solutions","","BACTEROMIC: One system . Many comprehensive solutions: Lukasz RICHTER","Not specified"
12/04,14:45 - 15:45,EF029,"Vaccination uptake-challenges and opportunities","Joanne M. LANGLEY","Electronic nudges to increase influenza vaccination uptake among patients with heart failure: insights from 3 nationwide randomized trials enrolling >2 million patients: Niklas Dyrby JOHANSEN | Psychological Predictors of Influenza Vaccination Intent Among Healthcare Workers in Bulgaria: Petar VELIKOV | Determinants of COVID-19 vaccine uptake in patients with hematologic malignancies: a nationwide cohort study: Quincy HOFSINK | Inequality in vaccine uptake among children in Denmark in the national childhood vaccination programme: Anne Christine Mariager BRESCHEL | Prevalence and associated factors of parental refusal rates for routine immunisation: A cross-sectional study in Peshawar, Khyber Pakhtunkhwa, Pakistan-2024: Muhammad HAKIM | Shingles Prevalence, Vaccine Awareness, and Acceptance in People Living with HIV: Dilara YAMAN | Tick-borne encephalitis vaccine uptake, effectiveness, and impact in Sweden, 2018−2022: Andreas PALMBORG | Monkeypox (mpox) vaccination willingness and determinants among people living with HIV (PLWH) in turkey: Cemre BOSNAK","Not specified"
12/04,14:45 - 15:45,EF030,"Viruses crossing the blood-brain barrier","","Clinical characteristics and outcome of Herpes simplex virus type 1 and varicella zoster virus encephalitis: A prospective population-based cohort study: Laerke DUERLUND | Arbovirus associated neurological disease in adults and children in Brazil: a multicentre case-control study: Suzannah LANT | Challenges in managing Central nervous system infections: Battling the Unknown Enemy, West Nile virus vs unknown etiology: Cosmin-Alexandru MARIN | Spatial and temporal profiling of the immune responses induced by Japanese encephalitis virus in a mouse model: Zhihua OU | Intrathecal immunoglobulin synthesis in tick-borne encephalitis: Sambor S. GRYGORCZUK | B and T cell responses to Tick-borne Encephalitis Virus: Nuria MAYOLA DANES | Enterovirus infections in pediatric central nervous system (CNS) diseases: molecular epidemiology and neuroimaging insights: Deepanjli SHARMA | Neuroimaging findings and their correlation with autopsy findings: Prospective study on Rabies encephalitis: Madhav MOHATA | Toxoplasma gondii IgG Screening and Central Nervous System Complications among People with HIV in the Combination Antiretroviral Therapy Era: Taohung OU","Not specified"
12/04,14:45 - 15:45,EF031,"AMS around the world: know your data!","Eoghan DE BARRA","Duration of antibiotic treatment for respiratory tract infections in primary care.: Carl LLOR | Antibiotic prescribing for common acute infections in Pakistan - an analysis using IQVIA prescriber healthcare surveys: Nam NGUYEN | Antibiotic prescribing for common acute infections in Egypt - an analysis using IQVIA prescriber healthcare surveys: Nam NGUYEN | Population based analysis of the impact of Japan's AMR national action plan and the COVID-19 pandemic on antimicrobial prescription: Ryuji KOIZUMI | Quality of antibiotic prescribing in Portuguese hospitals: a snapshot of the first National Antimicrobial Prescribing Survey.: Carlos PALOS | Evaluating the impact on 28-day mortality of different empiric AWaRe antibiotic treatment strategies for hospital-acquired infections across different hospital settings.: Cherry LIM | Update on WHO's Global antibiotic use surveillance system (GLASS-AMU): Benedikt HUTTNER | Harmonisation trajectory of Global-Point Prevalence Survey (Global-PPS) and WHO-PPS: Ann VERSPORTEN | Implementation of prospective audit and feedback strategy in intensive care units: Analysis of antimicrobial prescription patterns in a Guatemalan tertiary care hospital: Nancy SANDOVAL","Not specified"
12/04,14:45 - 15:45,FO063,"Science communication in a noisy world: podcasting and social media in ID/CM","Emily G. MCDONALD","The ID:IOTS guide to creating a successful CM/ID podcast"": Callum MUTCH | Using social media for CM/ID education: Scott JAKE | Podcasting and social media for antimicrobial stewardship and pharmacy: Erin MCCREARY","CMI Communications Board of Editors"
12/04,14:45 - 15:45,KN056,"Defending against dengue: global epidemiology and strategies for prevention and control","Anu KANTELE; Carlos SEAS",": Fernanda BOULOS","Not specified"
12/04,14:45 - 15:45,ME061,"How to use large language models and machine learning for improving One Health","",": Javier FERN�NDEZ; Nicolas RADOMSKI","ESCMID Food- and Water-borne Infections Study Group (EFWISG), ESCMID Study Group for Epidemiological Markers (ESGEM), Portuguese Society of Microbiology (SPM)"
12/04,14:45 - 15:45,ME062,"Untangling the web: antimicrobial dose adjustments in renal impairment","",": Claire ROGER; Isabel SPRIET","ESCMID PK/PD of Anti-Infectives Study Group (EPASG), ESCMID Study Group for Critically Ill Patients (ESGCIP)"
12/04,14:45 - 15:45,MEET66,"Fungal Infection Study Group open meeting (EFISG)","Robina AERTS; Dimitrios P. KONTOYIANNIS; Katrien LAGROU; Fanny LANTERNIER; Malcolm RICHARDSON; Jon SALMANTON-GARCIA","","Not specified"
